id,name,Average_sentiment,Google rating,Level of popularity,Increase of popularity,Cat_detailed,address,zipcode,lat,lng,area,other_city,age,way of travel,Latitud_google,Longitud_google,dirección_google,Latitud,Longitud,Dirección,Rating,Precio
3116,Elgoibar,relax,,,,town,,,,,Euskadi,Altzola; Elgoibar; Sallobente-Ermuaran | Diseminado; Aiastia (San Migel) | Diseminado; Idotorbe (San Pedro) | Diseminado; Azkue (San Roke),young,in groups,432171554.0,-24109908.0,"Elgoibar, Gipuzkoa, Spain",43.2171554,-2.4109908,"Elgóibar, Gipuzkoa, España",N/A,N/A
3117,Berriatua,relax,,,,town,,,,,Euskadi,Merelludi | Diseminado; Magdalena | Diseminado; Asterrika | Diseminado; Erribera,young,in groups,433090367.0,-24682816.0,"Berriatua, Biscay, Spain",43.3090367,-2.4682816,"Berriatúa, Vizcaya, España",N/A,N/A
3118,Beizama,adventurous,,,,town,,,43.1341913,-2.2001131,Euskadi,Beizama,old,in groups,4313456240000000.0,-21999982.0,"20739 Beizama, Gipuzkoa, Spain",43.13456240000001,-2.1999982,"20739 Beizama, Gipuzkoa, España",N/A,N/A
3119,Belauntza,adventurous,,,,town,,,43.1352829,-2.0507054,Euskadi,Belauntza,adult,alone,431357709.0,-20530406.0,"Belauntza, Gipuzkoa, Spain",43.1357709,-2.0530406,"Belaunza, Gipuzkoa, España",N/A,N/A
3120,Berastegi,adventurous,,,,town,,,,,Euskadi,Eldua | Diseminado; Berastegi,old,alone,431249889.0,-19771434.0,"20492 Berastegi, Gipuzkoa, Spain",43.1249889,-1.9771434,"20492 Berástegui, Gipuzkoa, España",N/A,N/A
3121,Lanciego/Lantziego,adventurous,,,,town,,,,,Euskadi,Viñaspre/Binasperi; Lanciego/Lantziego; Assa,old,in groups,425625422.0,-25116145.0,"01308 Lantziego, Ãlava, Spain",42.5625422,-2.5116145,"01308 Lanciego, Álava, España",N/A,N/A
3122,Lantarón,relax,,,,town,,,,,Euskadi,Leciñana del Camino/Leziñana; Molinilla; Fontecha; Comunión/Komunioi; Caicedo Yuso; Bergonda/Bergüenda | Bergüenda; Alcedo; Puentelarrá/Larrazubi; Zubillaga; Turiso; Sobrón; Salcedo,old,alone,42728003.0,-30029739.0,"01213 LantarÃ³n, Ãlava, Spain",42.728003,-3.0029739,"01213 Lantarón, Álava, España",N/A,N/A
3123,Lapuebla de Labarca,relax,,,,town,,,42.494702,-2.575319,Euskadi,Lapuebla de Labarca,old,in groups,4249470729999990.0,-25731695.0,"01306 Lapuebla de Labarca, Ãlava, Spain",42.49470729999999,-2.5731695,"01306 Lapuebla de Labarca, Álava, España",N/A,N/A
3124,Berriz,relax,,,,town,,,,,Euskadi,Andikoa | Diseminado; Berriz-Olakueta; Sallobente | Diseminado; Okango | Diseminado; Murgoitio | Diseminado; Eitua | Diseminado; Sarria | Diseminado,adult,in couple,431758507.0,-25768462.0,"Berriz, Biscay, Spain",43.1758507,-2.5768462,"Bérriz, Vizcaya, España",N/A,N/A
3125,Busturia,relax,,,,town,,,,,Euskadi,Altamira-San Kristobal; Axpe-San Bartolome,adult,in family,433828135.0,-26985988.0,"Busturia, Biscay, Spain",43.3828135,-2.6985988,"Busturia, Vizcaya, España",N/A,N/A
3126,Derio,adventurous,,,,town,,,,,Euskadi,Aldekona (San Isidro) | Diseminado; Ugaldeguren (Santimami) | Diseminado; San Esteban Derio; Elexalde Derio; Aranoltza (San Antolin) | Diseminado; Arteaga Derio,adult,in couple,432955357.0,-28849016.0,"Derio, Biscay, Spain",43.2955357,-2.8849016,"Derio, Vizcaya, España",N/A,N/A
3127,Berrobi,adventurous,,,,town,,,43.1454785,-2.0263738,Euskadi,Berrobi,adult,in couple,431453444.0,-20254823.0,"20493 Berrobi, Gipuzkoa, Spain",43.1453444,-2.0254823,"20493 Berrobi, Gipuzkoa, España",N/A,N/A
3128,Bidania-Goiatz,adventurous,,,,town,,,,,Euskadi,Goiatz; Bidania,old,in groups,431392515.0,-21603735.0,"20496 Bidania-Goiatz, Gipuzkoa, Spain",43.1392515,-2.1603735,"20496 Bidania-Goiatz, Gipuzkoa, España",N/A,N/A
3129,Legutio,relax,,,,town,,,,,Euskadi,Urrunaga; Legutio; Elosu; Goiain | Diseminado; Urbina,old,in groups,429804724.0,-26425841.0,"01170 Legutio, Ãlava, Spain",42.9804724,-2.6425841,"01170 Legutio, Álava, España",N/A,N/A
3130,Leza,relax,,,,town,,,42.566068,-2.633635,Euskadi,Leza,adult,in couple,,,,42.5655215,-2.6331952,"01309 Leza, Álava, España",N/A,N/A
3131,Dima,adventurous,,,,town,,,,,Euskadi,Olazabal | Diseminado; Ugarana; Bikarregi; Bargondia; Oba; Lamindao | Diseminado; Indusi | Diseminado; Intxaurbizkar; Aroztegieta | Diseminado,adult,in couple,,,,43.13879499999999,-2.7277213,"Dima, Vizcaya, España",N/A,N/A
3132,Ea,adventurous,,,,town,,,,,Euskadi,Bedaroa; Ea; Natxitua,adult,in groups,,,,43.3821556,-2.5941239,"Ea, Vizcaya, España",N/A,N/A
3133,Durango,adventurous,,,,town,,,43.169068,-2.632655,Euskadi,Durango,young,alone,3727528.0,-1078800667.0,"Durango, CO, USA",43.15810810000001,-2.6735412,"Durango, Vizcaya, España",N/A,N/A
3134,Elduain,relax,,,,town,,,43.140712,-2.0004883,Euskadi,Elduain,young,in couple,431397181.0,-20010004.0,"20493 Elduain, Gipuzkoa, Spain",43.1397181,-2.0010004,"20493 Elduayen, Gipuzkoa, España",N/A,N/A
3135,Moreda de Álava,relax,,,,town,,,42.524572,-2.40811,Euskadi,Moreda de Álava/Moreda Araba,old,in groups,42525059.0,-24083391.0,"01322 Moreta, Ãlava, Spain",42.525059,-2.4083391,"01322 Moreda de Álava, Álava, España",N/A,N/A
3136,Navaridas,relax,,,,town,,,42.545171,-2.624532,Euskadi,Navaridas,adult,in couple,425456912.0,-2625389.0,"01309 Navaridas, Ãlava, Spain",42.5456912,-2.625389,"01309 Navaridas, Álava, España",N/A,N/A
3137,Okondo,adventurous,,,,town,,,,,Euskadi,Irabien; Irabien | Diseminado; Villachica | Billatxika; Ugalde | Diseminado; Villachica | Diseminado; Aretxaga | Diseminado,old,in groups,4315567069999990.0,-30265434.0,"01409 Okondo, Ãlava, Spain",43.15567069999999,-3.0265434,"01409 Oquendo, Álava, España",N/A,N/A
3138,Elantxobe,curious,,,,town,,,43.403422,-2.6398,Euskadi,Elantxobe,old,in groups,43403103.0,-26397102.0,"48310 Elantxobe, Biscay, Spain",43.403103,-2.6397102,"48310 Elanchove, Vizcaya, España",N/A,N/A
3139,Elorrio,adventurous,,,,town,,,,,Euskadi,Berrio-Aldape | Diseminado; San Agustin | Diseminado; Mendraka | Diseminado; Lekeriketa | Diseminado; Leiz-Miñota | Diseminado; Iguria | Diseminado; Gaztañeta | Diseminado; Gazeta | Diseminado; Berriozabaleta-Aramiño | Diseminado; Elorrio,old,alone,4312955890000000.0,-25423293.0,"48230 Elorrio, Biscay, Spain",43.12955890000001,-2.5423293,"48230 Elorrio, Vizcaya, España",N/A,N/A
3140,Erandio,relax,,,,town,,,,,Euskadi,Erandiogoikoa; Asua-Lauroeta | Diseminado; Astrabudua; Arriaga; Altzaga; Lutxana-Enekuri; Goierri | Diseminado,adult,in family,433028593.0,-29756534.0,"48950 Erandio, Biscay, Spain",43.3028593,-2.9756534,"48950 Erandio, Vizcaya, España",N/A,N/A
3141,Errenteria,relax,,,,town,,,43.312752,-1.899633,Euskadi,Errenteria,adult,in groups,433081107.0,-18912823.0,"Errenteria, Gipuzkoa, Spain",43.3081107,-1.8912823,"Rentería, Gipuzkoa, España",N/A,N/A
3142,Errezil,adventurous,,,,town,,,,,Euskadi,Artzalluz | Diseminado; Ezama | Diseminado; Ibarbia | Diseminado; Letea | Diseminado; Errezil; Erdoizta | Diseminado; Argisain (Santa Marina) | Diseminado,adult,in groups,4316531459999990.0,-21748064.0,"20737 Errezil, Gipuzkoa, Spain",43.16531459999999,-2.1748064,"20737 Régil, Gipuzkoa, España",N/A,N/A
3143,Peñacerrada-Urizaharra,adventurous,,,,town,,,,,Euskadi,Montoria; Peñacerrada-Urizaharra; Payueta/Pagoeta; Baroja-Zumentu | Baroja; Faido/Faidu; Loza,adult,alone,426441769.0,-27134227.0,"01212 Urizaharra, Ãlava, Spain",42.6441769,-2.7134227,"01212 Peñacerrada, Álava, España",N/A,N/A
3144,Oyón-Oion,adventurous,,,,town,,,,,Euskadi,Barriobusto/Gorrebusto; Labraza; Oyón-Oion,adult,in couple,42507376.0,-24364679.0,"Oion, 01320 OyÃ³n-Oion, Ãlava, Spain",42.5046702,-2.4357287,"01320 Oyón, Álava, España",N/A,N/A
3145,Errigoiti,relax,,,,town,,,,,Euskadi,Atxika-Errekalde | Diseminado; Errigoiti; Metxika; Elexalde-Olabarri,adult,in family,43318613.0,-27249358.0,"48309 Errigoiti, Biscay, Spain",43.318613,-2.7249358,"48309 Rigoitia, Vizcaya, España",N/A,N/A
3146,Ribera Alta,relax,,,,town,,,,,Euskadi,Antezana de la Ribera; Anuntzeta/Anúcita; Arbígano; Arreo; Artaza/Artatza; Barrón; Basquiñuelas; Caicedo-Sopeña; Castillo Sopeña; Escota/Axkoeta; Hereña; Lasierra; Leciñana de la Oca; Morillas; Nuvilla; Ormijana; Paul | Paúl; Pobes; San Miguel; Subijana-M,old,in couple,391946152.0,-0.563609,"Ribera Alta, Valencia, Spain",42.80724,-2.9175955,"Ribera Alta, Álava, España",N/A,N/A
3147,Ereño,adventurous,,,,town,,,,,Euskadi,Basetxeta-Atxoste | Diseminado; Akorda-Bollar | Diseminado; Gabika | Diseminado; Elexalde-Zeeta,adult,in couple,433558714.0,-26228101.0,"48313 Basetxeta-Atxoste, Biscay, Spain",43.3558714,-2.6228101,"48313 Ereño, Vizcaya, España",N/A,N/A
3148,Ermua,adventurous,,,,town,,,43.1866423,-2.5026072,Euskadi,Ermua,adult,in couple,431873519.0,-25037039.0,"Ermua, Biscay, Spain",43.1873519,-2.5037039,"Ermua, Vizcaya, España",N/A,N/A
3149,Eskoriatza,adventurous,,,,town,,,,,Euskadi,Mazmela | Diseminado; Mendiola | Diseminado; Marin | Diseminado; Gellao | Diseminado; Eskoriatza; Zarimutz | Diseminado; Apotzaga | Diseminado; Bolibar | Diseminado,adult,in family,430165575.0,-25278399.0,"20540 Eskoriatza, Gipuzkoa, Spain",43.0165575,-2.5278399,"20540 Escoriaza, Gipuzkoa, España",N/A,N/A
3150,Ezkio,adventurous,,,,town,,,,,Euskadi,Aratz-Matxinbenta | Diseminado; Itsaso; Anduaga (Santa Lutzia); Mandubia | Diseminado; Ezkio; Itsaso-Alegia,old,in family,430819322.0,-22741831.0,"20709 Ezkio-Itsaso, Gipuzkoa, Spain",43.0819322,-2.2741831,"20709 Ezquioga-Ichaso, Gipuzkoa, España",N/A,N/A
3151,Gabiria,adventurous,,,,town,,,,,Euskadi,Gabiria; Aztiria | Diseminado; Alegia | Diseminado,young,alone,430505823.0,-2279352.0,"20217 Gabiria, Gipuzkoa, Spain",43.0505823,-2.279352,"20217 Gaviria, Gipuzkoa, España",N/A,N/A
3152,Ribera Baja/Erriberabeitia,relax,,,,town,,,,,Euskadi,Quintanilla de la Ribera; Melledes; Ribaguda; Ribabellosa; Manzanos; Igai,old,alone,374463542.0,-38410156.0,"Ribera Baja, 23680 Ribera Baja, JaÃ©n, Spain",42.7196776,-2.9076094,"Ribera Baja, Álava, España",N/A,N/A
3153,Etxebarri,relax,,,,town,,,,,Euskadi,Legizamon; Kukullaga; Doneztebe,young,in family,431158721.0,-25984691.0,"San Juan Plaza, 1, 48291 Axpe, Bizkaia, Spain",43.25277370000001,-2.8834532,"Echévarri, Vizcaya, España",N/A,N/A
3154,Forua,relax,,,,town,,,,,Euskadi,Elexalde Forua; Baldatika,adult,in family,433320613.0,-2676963900000000.0,"48393 Forua, Biscay, Spain",43.3320613,-2.676963900000001,"48393 Forua, Vizcaya, España",N/A,N/A
3155,Samaniego,relax,,,,town,,,42.569853,-2.680179,Euskadi,Samaniego,old,alone,42568991.0,-26685736.0,"Samaniego, Ãlava, Spain",42.5681042,-2.6803724,"01307 Samaniego, Álava, España",N/A,N/A
3156,Etxebarria,adventurous,,,,town,,,,,Euskadi,Erbera; Galartza | Diseminado; Aulesti | Diseminado; Altzaa | Diseminado; Unamuntzaga | Diseminado,old,alone,432498449.0,-24653598.0,"Etxebarria, Biscay, Spain",43.2498449,-2.4653598,"Echevarría, Vizcaya, España",N/A,N/A
3157,Getaria,relax,,,,town,,,,,Euskadi,Getaria; Meaga | Diseminado; San Prudentzio | Diseminado; Askizu | Diseminado; Eitzaga | Diseminado,young,in family,433077339.0,-22021494.0,"Getaria, Gipuzkoa, Spain",43.3077339,-2.2021494,"Guetaria, Gipuzkoa, España",N/A,N/A
3158,Gaintza,relax,,,,town,,,43.0526286,-2.1323701,Euskadi,Gaintza | Diseminado,old,alone,430527872.0,-21330559.0,"20248 Gaintza, Gipuzkoa, Spain",43.0527872,-2.1330559,"20248 Gaínza, Gipuzkoa, España",N/A,N/A
3159,Hondarribia,relax,,,,town,,,,,Euskadi,Gornutz (Montaña) | Diseminado; Portua; Jaitzubia; Akartegi; Arkolla | Diseminado; Zimizarga; Amute-Kosta,old,in family,433708434.0,-18001488.0,"Hondarribia, Gipuzkoa, Spain",43.3708434,-1.8001488,"Hondarribia, Gipuzkoa, España",N/A,N/A
3160,San Millán,relax,,,,town,,,,,Euskadi,Okariz; Narbaiza; Munain; Mezkia; Luzuriaga; Galarreta; Eguilaz/Egilatz; Txintxetru; Axpuru; Adana; Ordoñana/Erdoñana; Zuazo de San Millán/Zuhatzu Donemiliaga; Bikuña; Ullibarri-Jauregi/Uribarri-Jauregi; Durruma/San Román de San Millán,adult,in groups,423280438.0,-28645685.0,"26226 San MillÃ¡n de la Cogolla, La Rioja, Spain",42.8763933,-2.3782756,"San Millán, Álava, España",N/A,N/A
3161,Gaztelu,adventurous,,,,town,,,43.1165792,-2.0222784,Euskadi,,old,in groups,431159943.0,-20239518.0,"20491 Gaztelu, Gipuzkoa, Spain",43.1159943,-2.0239518,"20491 Gaztelu, Gipuzkoa, España",N/A,N/A
3162,Urkabustaiz,relax,,,,town,,,,,Euskadi,Abezia; Uzkiano; Untza-Apregindana | Untza; Oiardo; Larrazkueta; Izarra; Inoso; Goiuri-Ondona; Beluntza; Abornikano,young,alone,429772904.0,-29410935.0,"Urkabustaiz, Ãlava, Spain",42.9772904,-2.9410935,"Urcabustaiz, Álava, España",N/A,N/A
3163,Hernani,relax,,,,town,,,,,Euskadi,Akerregi; Martindegi; Osinaga | Diseminado; Pagoaga | Diseminado; Santa Barbara | Diseminado; Zikuñaga; Hernani; Ereñotzu; Epela | Diseminado; Eziago | Diseminado; Jauregi | Sorgintxulo,old,in couple,4326579280000000.0,-19768497.0,"20120 Hernani, Gipuzkoa, Spain",43.26579280000001,-1.9768497,"20120 Hernani, Gipuzkoa, España",N/A,N/A
3164,Valdegovía,curious,,,,town,,,,,Euskadi,Villamardones | Diseminado; Villamaderne; Villanueva de Valdegovía; Villanañe; Valluerca; Tuesta; Tobillas; Ribera | Diseminado; Quintanilla; Quejo; Pinedo; Osma; Nograro; Mioma; Lalastra; Lahoz; Gurendes; Guinea; Fresneda; Espejo; Corro; Karkamu; Caranca,adult,in family,428420421.0,-30776568.0,"ValdegovÃ­a/Gaubea, Ãlava, Spain",42.8420421,-3.0776568,"Valdegovía, Álava, España",N/A,N/A
3165,Oñati,curious,,,,town,,,,,Euskadi,Goribar | Diseminado; Santxolopeztegi | Diseminado; Berezao; Garagaltza | Diseminado; Zubillaga; Zañartu; Urrexola | Diseminado; Uribarri; Torreauzo; Arantzazu | Santuario de Arantzazu; Oñati; Olabarrieta; Larraña | Diseminado; Murgia | Diseminado; Lezesa,old,in couple,430341127.0,-24171658.0,"OÃ±ati, Gipuzkoa, Spain",43.0341127,-2.4171658,"Oñate, Gipuzkoa, España",N/A,N/A
3166,Fruiz,relax,,,,town,,,,,Euskadi,Aldai; Botiola | Diseminado; Mandaluiz | Diseminado; Andeko | Diseminado,young,in groups,4332790869999990.0,-27840861.0,"48116 Fruiz, Biscay, Spain",43.32790869999999,-2.7840861,"48116 Frúniz, Vizcaya, España",N/A,N/A
3167,Galdakao,relax,,,,town,,,,,Euskadi,Agirre-Aperribai; Bekea | Diseminado; Kurtzea; Elexalde; Gumuzio | Diseminado; Usansolo,old,in couple,432313783.0,-28447524.0,"48960 Galdakao, Biscay, Spain",43.2313783,-2.8447524,"48960 Galdácano, Vizcaya, España",N/A,N/A
3168,Elgeta,curious,,,,town,,,43.1365716,-2.4873921,Euskadi,Elgeta,old,in family,431362181.0,-24894758.0,"20690 Elgeta, Gipuzkoa, Spain",43.1362181,-2.4894758,"20690 Elgueta, Gipuzkoa, España",N/A,N/A
3169,Galdames,curious,,,,town,,,,,Euskadi,San Pedro Galdames; Montellano | Montellano-Acabajo; San Esteban Galdames | San Esteban; La Aceña/Atxuriaga; Txabarri | Diseminado,old,in groups,432584012.0,-31077277.0,"Galdames, Biscay, Spain",43.2584012,-3.1077277,"Galdames, Vizcaya, España",N/A,N/A
3170,Hernialde,relax,,,,town,,,43.1544672,-2.0850252,Euskadi,Hernialde,old,in family,431551677.0,-208552.0,"20494 Hernialde, Gipuzkoa, Spain",43.1551677,-2.08552,"20494 Hernialde, Gipuzkoa, España",N/A,N/A
3171,Villabuena de Álava,relax,,,,town,,,42.546724,-2.664435,Euskadi,Villabuena de Álava/Eskuernaga,old,alone,425476314.0,-26654692.0,"01307 Eskuernaga, Araba, Spain",42.5476314,-2.6654692,"01307 Villabuena de Álava, Álava, España",N/A,N/A
3172,Zalduondo,relax,,,,town,,,42.885626,-2.347254,Euskadi,Zalduondo,young,alone,428836536.0,-23468195.0,"Zalduondo, 01208, Ãlava, Spain",,,,,
3173,Yécora,curious,,,,town,,,42.569303,-2.4700643,Euskadi,Yécora/Iekora,young,alone,283715757.0,-1089268986.0,"YÃ©cora, Sonora, Mexico",42.5672746,-2.4715422,"01322 Yécora, Álava, España",N/A,N/A
3174,Gamiz-Fika,relax,,,,town,,,,,Euskadi,Ibarra | Diseminado; Ergoien; Elexalde; Mendotza | Diseminado,young,in family,433270073.0,-2818375.0,"48113 Gamiz-Fika, Biscay, Spain",43.3270073,-2.818375,"48113 Gámiz, Vizcaya, España",N/A,N/A
3175,Garai,curious,,,,town,,,,,Euskadi,Goierri | Diseminado; Garai (San Migel); Momoitio | Diseminado,old,in couple,,,,43.1934282,-2.610387,"Garay, Vizcaya, España",N/A,N/A
3176,Gatika,curious,,,,town,,,,,Euskadi,Butroe | Diseminado; Gorordo | Diseminado; Igartua | Diseminado; Libaroa | Diseminado; Ugarte | Diseminado; Urresti | Diseminado; Zurbao | Diseminado; Garai | Diseminado; Sertutxa | Lubarrietaondo,old,alone,433633071.0,-2872228.0,"48110 Gatika, Biscay, Spain",43.3633071,-2.872228,"48110 Gatica, Vizcaya, España",N/A,N/A
3177,Ibarra,curious,,,,town,,,43.1323447,-2.0654624,Euskadi,Ibarra,adult,alone,0.3471469,-7813236479999990.0,"Ibarra, Ecuador",43.1492464,-2.0444651,"Ibarra, Gipuzkoa, España",N/A,N/A
3178,Idiazabal,relax,,,,town,,,,,Euskadi,Idiazabal; Urtsuaran | Diseminado,young,in groups,,,,43.011723,-2.2341217,"20213 Idiazábal, Gipuzkoa, España",N/A,N/A
3179,Ikaztegieta,relax,,,,town,,,43.0949601,-2.1238998,Euskadi,Ikaztegieta,young,in groups,430938938.0,-21235447.0,"20267 Ikaztegieta, Gipuzkoa, Spain",43.0938938,-2.1235447,"20267 Icazteguieta, Gipuzkoa, España",N/A,N/A
3180,Zambrana,relax,,,,town,,,,,Euskadi,Berganzo; Ocio; Portilla/Zabalate; Zambrana,adult,in couple,42662933.0,-28814059.0,"01212 Zambrana, Ãlava, Spain",42.662933,-2.8814059,"01212 Zambrana, Álava, España",N/A,N/A
3181,Zuia,curious,,,,town,,,,,Euskadi,Altube | Diseminado; Zarate; Bitoriano; Markina; Murgia; Ametzaga Zuia; Aperregi; Ziorraga | Diseminado; Domaikia; Gillerna; Sarria; Lukiano; Jugo,old,in groups,429649882.0,-28377656.0,"Zuia, Ãlava, Spain",42.9649882,-2.8377656,"Zuya, Álava, España",N/A,N/A
3182,Zigoitia,relax,,,,town,,,,,Euskadi,Olano; Murua; Mendarozketa; Manurga; Letona; Larrinoa; Gopegi; Eribe; Etxabarri Ibiña; Etxaguen (Zigoitia); Zestafe; Buruaga; Berrikano; Apodaka; Acosta/Okoizta; Ondategi; Diseminados de Zigoitia | Diseminado; Zaitegi,adult,in groups,4296788.0,-27182728.0,"Zigoitia, Ãlava, Spain",42.96788,-2.7182728,"Cigoitia, Álava, España",N/A,N/A
3183,Gautegiz Arteaga,relax,,,,town,,,,,Euskadi,Errekalde | Diseminado; Isla | Diseminado; Zelaieta; Basetxeta | Diseminado; Kanala | Diseminado,old,in couple,433518002.0,-26539486.0,"48314 Gautegiz-Arteagako, Bizkaia, Spain",,,,,
3184,Getxo,relax,,,,town,,,,,Euskadi,Algorta; Areeta/Las Arenas; Andra Mari,young,alone,433387367.0,-30081319.0,"Getxo, Biscay, Spain",43.3387367,-3.0081319,"Getxo, Vizcaya, España",N/A,N/A
3185,Gizaburuaga,relax,,,,town,,,,,Euskadi,Okamika | Diseminado; Laxier | Diseminado; Lariz | Diseminado; Eguen | Eleizaldea,young,in couple,4333268229999990.0,-25420799.0,"Gizaburuaga, Biscay, Spain",43.33268229999999,-2.5420799,"Guizaburuaga, Vizcaya, España",N/A,N/A
3186,Irun,curious,,,,town,,,,,Euskadi,Irun; Bidasoa | Diseminado,young,in couple,433380969.0,-17888483.0,"Irun, Gipuzkoa, Spain",43.3380969,-1.7888483,"Irún, Gipuzkoa, España",N/A,N/A
3187,Irura,relax,,,,town,,,43.16512263158295,-2.0654296875,Euskadi,Irura,old,alone,431675849.0,-20683581.0,"20270 Irura, Gipuzkoa, Spain",43.1675849,-2.0683581,"20270 Irura, Gipuzkoa, España",N/A,N/A
3188,Gernika-Lumo,adventurous,,,,town,,,,,Euskadi,Lumo | Diseminado; Zallo | Diseminado; Arana; Errenteria; Gernika-Lumo,old,in groups,43311373.0,-26808403.0,"48300 Guernica, Biscay, Spain",43.311373,-2.6808403,"48300 Guernica y Luno, Vizcaya, España",N/A,N/A
3189,Itsasondo,relax,,,,town,,,43.0669322,-2.1673935,Euskadi,Itsasondo,old,in groups,430676502.0,-21652863.0,"20249 Itsasondo, Gipuzkoa, Spain",43.0676502,-2.1652863,"20249 Isasondo, Gipuzkoa, España",N/A,N/A
3190,Gordexola,adventurous,,,,town,,,,,Euskadi,Iratzagorria; Zubiete; Sandamendi; Zaldu,young,in couple,43179379.0,-30748899.0,"48192 Gordexola, Biscay, Spain",43.179379,-3.0748899,"48192 Gordejuela, Vizcaya, España",N/A,N/A
3191,Gorliz,curious,,,,town,,,,,Euskadi,Gandia; Urezarantza; Elexalde,young,in couple,43413174.0,-2934305.0,"48630 Gorliz, Biscay, Spain",43.413174,-2.934305,"48630 Górliz, Vizcaya, España",N/A,N/A
3192,Güeñes,relax,,,,town,,,,,Euskadi,Güeñes; Zaramillo; Sodupe; La Quadra,old,in groups,432161179.0,-30626284.0,"GÃ¼eÃ±es, Biscay, Spain",,,,,
3193,Ibarrangelu,relax,,,,town,,,,,Euskadi,Akorda; Elexalde,young,in couple,43390355.0,-2631737.0,"48311 Ibarranguelua, Biscay, Spain",43.390355,-2.631737,"48311 Ibarranguelua, Vizcaya, España",N/A,N/A
3194,Larraul,curious,,,,town,,,43.187739,-2.102534,Euskadi,Larraul,adult,alone,431878438.0,-21023818.0,"20159 Larraul, Gipuzkoa, Spain",43.1878438,-2.1023818,"20159 Larraul, Gipuzkoa, España",N/A,N/A
3195,Lasarte-Oria,adventurous,,,,town,,,,,Euskadi,Lasarte; ; Larrekoetxe; Atsobakar; Oztaran,adult,in family,432684377.0,-20178149.0,"Lasarte-Oria, Gipuzkoa, Spain",43.2684377,-2.0178149,"Lasarte-Oria, Gipuzkoa, España",N/A,N/A
3196,Lazkao,relax,,,,town,,,,,Euskadi,Lazkao; Lazkaomendi | Diseminado; Zubierreka | Diseminado; Senpere | Diseminado,young,in family,430329906.0,-21695855.0,"Lazkao, Gipuzkoa, Spain",43.0329906,-2.1695855,"Lazcano, Gipuzkoa, España",N/A,N/A
3197,Leaburu,curious,,,,town,,,,,Euskadi,Txarama | Diseminado; Leaburu,young,in family,431236566.0,-20530406.0,"20491 Leaburu, Gipuzkoa, Spain",43.1236566,-2.0530406,"20491 Leaburu, Gipuzkoa, España",N/A,N/A
3198,Legazpi,curious,,,,town,,,,,Euskadi,Legazpi; Brinkola; Telleriarte,old,in groups,131390621.0,1237437995.0,"Legazpi City, Albay, Philippines",43.0523571,-2.3315143,"20230 Legazpi (Legazpia), Gipuzkoa, España",N/A,N/A
3199,Igorre,relax,,,,town,,,,,Euskadi,Basauntz | Diseminado; Elexalde; San Juan; Santa Lutzia | Diseminado; Urkizu | Diseminado; Sabino Arana; Olabarri,adult,alone,431643497.0,-27792444.0,"48140 Igorre, Biscay, Spain",43.1643497,-2.7792444,"48140 Yurre, Vizcaya, España",N/A,N/A
3200,Ispaster,adventurous,,,,town,,,,,Euskadi,Barainka | Diseminado; Kurtziaga-Arropain | Diseminado; Gardata-Artika | Diseminado; Ispaster-Elexalde; Mendazoa | Diseminado; Solarte-Gallete | Diseminado; Soloaran | Diseminado,adult,in family,433618594.0,-25439819.0,"48288 Ispaster, Biscay, Spain",43.3618594,-2.5439819,"48288 Ispáster, Vizcaya, España",N/A,N/A
3201,Izurtza,curious,,,,town,,,43.15372882326256,-2.640840543377689,Euskadi,Izurtza | Diseminado,adult,in family,431472839.0,-26443644.0,"48213 Izurtza, Biscay, Spain",43.1472839,-2.6443644,"48213 Izurza, Vizcaya, España",N/A,N/A
